candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_source	plddt_mean	plddt_std	plddt_frac_ge_70	plddt_frac_ge_80	plddt_frac_ge_90	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	sasa_total	rsa_mean	rsa_std	core_fraction_rsa_le_thr	hydrophobic_exposed_frac	n_ca	rg	contact_density	n_contact_pairs	n_cys_sg	n_disulfide_pairs	disulfide_pairs	struct_pass	gravy_1_20	priority_score_simple	pu_label	group_id	split	pu_prob
ocypus_brunnipes_1	Ocypus_brunnipes	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ocypus_brunnipes/Ocypus_brunnipes.fas.pasta.toxin_renomeado.fasta	1	0.999719	91	12	0.1318681318681318	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(7)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,7,9,2,1,8,4	2.1	-0.0307692307692307	0.0769230769230769	35.08351648351648	SP(Sec/SPI)	1	json	76.00713662790699	21.849154168449672	0.6627906976744186	0.5872093023255814	0.4345930232558139	91.0	0.1648351648351648	0.2857142857142857	0.5494505494505495	8593.921023132543	0.5105695338061621	0.2354082958333417	0.1538461538461538	0.9705882352941176	91.0	26.755360425043364	7.736263736263736	352.0	12.0	6.0	A26-A41;A36-A53;A39-A48;A61-A76;A71-A90;A74-A85	1.0	-0.0307692307692307	1.1772889985305393	0	ocypus_brunnipes	train	0.25544983597188253
dichotomius_satanas_2	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	1	0.999902	88	12	0.1363636363636363	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(8)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,8,9,2,1,8,4	4.0	-0.1806818181818179	0.0681818181818181	33.22386363636363	SP(Sec/SPI)	1	json	76.56749615975423	23.723913522853834	0.6973886328725039	0.620583717357911	0.5069124423963134	88.0	0.1590909090909091	0.2954545454545454	0.5454545454545454	8057.081267058298	0.5100160414538856	0.2424437859154974	0.1590909090909091	0.925925925925926	88.0	25.890434224567336	7.681818181818182	338.0	12.0	6.0	A23-A38;A33-A50;A36-A45;A59-A74;A69-A88;A72-A83	1.0	-0.1806818181818179	1.142055446864963	0	dichotomius_satanas	train	0.44513913206733546
orphnus_sp_2	Orphnus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Orphnus_sp/GKJZ00000000.toxin_renomeado.fasta	1	0.999913	77	10	0.1298701298701298	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	5.1	0.3038961038961038	0.0649350649350649	34.71558441558441	SP(Sec/SPI)	1	json	85.49059674502713	15.727087441440986	0.786618444846293	0.7034358047016275	0.6292947558770343	77.0	0.1818181818181818	0.2727272727272727	0.5454545454545454	6433.572683589711	0.4863020452525731	0.2407815474166278	0.2467532467532467	0.8518518518518519	77.0	19.57757783890681	7.922077922077922	305.0	10.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.3038961038961038	1.129422751931613	1	orphnus_sp	train	0.7970096875288161
diphucephala_sp_2	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	1	0.999733	80	10	0.125	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.25375	0.0625	30.061249999999987	SP(Sec/SPI)	1	json	91.08077834179356	7.241652717519344	0.9898477157360406	0.9086294416243654	0.6446700507614214	80.0	0.2	0.25	0.55	6785.802152954438	0.4829054505845239	0.2494512194902683	0.2375	0.8148148148148148	80.0	21.236595524350037	7.8	312.0	10.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.25375	1.1268490566835871	1	diphucephala_sp	train	0.9980762745759344
hygrobia_hermanni_1	Hygrobia_hermanni	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hygrobia_hermanni/Hygrobia_hermanni.fas.pasta.toxin_renomeado.fasta	1	0.999742	81	11	0.1358024691358024	C-x(15)-C-x(8)-C-x(2)-C-x(3)-C-x(11)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	15,8,2,3,11,3,3,1,11,5	6.1	0.3259259259259261	0.0617283950617283	18.69753086419753	SP(Sec/SPI)	1	json	80.3173594548552	19.313318625561525	0.696763202725724	0.626916524701874	0.5161839863713799	81.0	0.2469135802469135	0.2469135802469135	0.5061728395061729	6972.006729161523	0.4927979318456997	0.2458153034330364	0.1975308641975308	0.8518518518518519	81.0	23.228915906103744	7.851851851851852	318.0	11.0	5.0	A25-A61;A34-A57;A37-A53;A41-A81;A63-A75	1.0	0.3259259259259261	1.1260668176751425	1	hygrobia_hermanni	train	0.5129271474549136
pleophylla_fasciatipennis_1	Pleophylla_fasciatipennis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Pleophylla_fasciatipennis/GKJA00000000.toxin_renomeado.fasta	1	0.999902	79	10	0.1265822784810126	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.2455696202531644	0.1012658227848101	28.25949367088608	SP(Sec/SPI)	1	json	86.23467353951891	14.150595235253542	0.8247422680412371	0.7233676975945017	0.6013745704467354	79.0	0.2531645569620253	0.2531645569620253	0.4936708860759494	6538.770656488454	0.4729615774727927	0.2381229567391427	0.2531645569620253	0.8333333333333334	79.0	18.527127744883835	8.10126582278481	320.0	10.0	5.0	A23-A58;A32-A54;A36-A50;A40-A78;A60-A72	1.0	0.2455696202531644	1.1155073217625822	1	pleophylla_fasciatipennis	train	0.9017812666194157
amphimallon_solstitiale_1	Amphimallon_solstitiale	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Amphimallon_solstitiale/GKIQ00000000.toxin_renomeado.fasta	1	0.999842	80	10	0.125	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	1.0999999999999996	0.265	0.0875	25.54375	SP(Sec/SPI)	1	json	83.49452054794521	16.017264436978568	0.7431506849315068	0.6643835616438356	0.553082191780822	80.0	0.2125	0.25	0.5375	6770.724435795166	0.4891983234916449	0.249550404749119	0.2125	0.8666666666666667	80.0	20.28728808973969	7.925	317.0	10.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.265	1.1144890410958903	1	amphimallon_solstitiale	train	0.5762627291515349
diphucephala_sp_3	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	1	0.9912	83	11	0.1325301204819277	C-x(7)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	7,8,3,3,9,3,3,1,11,5	5.199999999999999	0.2433734939759035	0.0481927710843373	31.334939759036143	SP(Sec/SPI)	1	json	84.65827302631578	16.057860710664052	0.7467105263157895	0.6924342105263158	0.5970394736842105	83.0	0.2289156626506024	0.2409638554216867	0.5301204819277109	7099.637757723913	0.4914155818578414	0.2503185935329247	0.2409638554216867	0.8148148148148148	83.0	23.041856503770887	7.807228915662651	324.0	11.0	5.0	A27-A62;A36-A58;A40-A54;A44-A82;A64-A76	1.0	0.2433734939759035	1.1132924496670895	1	diphucephala_sp	train	0.7078407420358332
euoniticellus_fulvus_1	Euoniticellus_fulvus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Euoniticellus_fulvus/GKIT00000000.toxin_renomeado.fasta	1	0.999889	77	10	0.1298701298701298	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	3.0	0.2233766233766232	0.1168831168831168	25.235194805194805	SP(Sec/SPI)	1	json	86.0443652173913	11.509687363510215	0.8834782608695653	0.7078260869565217	0.5113043478260869	77.0	0.2077922077922078	0.2857142857142857	0.5064935064935064	6496.951995541717	0.4864192077853329	0.2480716478755186	0.2337662337662337	0.8387096774193549	77.0	20.25348717590672	7.766233766233766	299.0	10.0	5.0	A24-A57;A33-A53;A37-A49;A41-A77;A59-A71	1.0	0.2233766233766232	1.110400418746471	1	euoniticellus_fulvus	train	0.9415823505939683
tenebrio_molitor_2	Tenebrio_molitor	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Tenebrio_molitor/Tenebrio_molitor.fas.pasta.toxin_renomeado.fasta	1	0.998506	85	11	0.1294117647058823	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,7,3,3,1,11,5	3.0	0.2576470588235294	0.0941176470588235	10.994117647058822	SP(Sec/SPI)	1	json	80.02014173228345	20.43676435887606	0.662992125984252	0.6062992125984252	0.5244094488188976	85.0	0.3176470588235294	0.2352941176470588	0.4470588235294118	7510.371819012949	0.4926283255883623	0.2164729025111427	0.1647058823529411	0.9032258064516128	85.0	22.889799474028724	7.882352941176471	335.0	11.0	5.0	A32-A65;A41-A61;A45-A57;A49-A85;A67-A79	1.0	0.2576470588235294	1.1068049893469198	1	tenebrio_molitor	train	0.48856082777352916
sophrops_sp_1	Sophrops_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sophrops_sp/GKKB00000000.toxin_renomeado.fasta	1	0.99978	80	11	0.1375	C-x(17)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	17,8,3,3,9,3,3,1,11,5	3.1	0.1824999999999999	0.075	27.78125	SP(Sec/SPI)	1	json	87.6156594323873	10.528097592747278	0.9215358931552587	0.7345575959933222	0.5559265442404007	80.0	0.2125	0.25	0.5375	6821.606377462775	0.4776690270688254	0.2448620883724983	0.225	0.8846153846153846	80.0	20.072076219787743	8.05	322.0	11.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.1824999999999999	1.1052313188647749	1	sophrops_sp	train	0.9818075198095445
lepiserica_sp_1	Lepiserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lepiserica_sp/GKKQ00000000.toxin_renomeado.fasta	1	0.999881	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	6.1	0.1948717948717949	0.0769230769230769	27.726923076923075	SP(Sec/SPI)	1	json	83.36765920826161	13.779857985006924	0.8278829604130808	0.6196213425129088	0.4406196213425129	78.0	0.2435897435897435	0.2564102564102564	0.5	6721.83305959545	0.4842532372899431	0.2366915152311528	0.2051282051282051	0.8214285714285714	78.0	19.795882695249773	7.794871794871795	304.0	10.0	5.0	A23-A58;A32-A54;A36-A50;A40-A78;A60-A72	1.0	0.1948717948717949	1.097504549185754	1	lepiserica_sp	train	0.8132875073502567
scitalia_sp_3	Scitalia_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Scitalia_sp/GKKH00000000.toxin_renomeado.fasta	1	0.999916	78	11	0.141025641025641	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,9,3,3,1,11,5	5.1	0.1833333333333333	0.0897435897435897	38.75897435897434	SP(Sec/SPI)	1	json	83.1997539543058	17.31303073789731	0.7258347978910369	0.6836555360281195	0.5905096660808435	78.0	0.0384615384615384	0.2692307692307692	0.6923076923076923	6932.005879422235	0.509361685482562	0.2700503182126814	0.2435897435897435	0.8518518518518519	78.0	20.53244007294985	7.743589743589744	302.0	11.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.1833333333333333	1.0974892514983552	1	scitalia_sp	train	0.6068997281405619
copris_lunaris_1	Copris_lunaris	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Copris_lunaris/GKIU00000000.toxin_renomeado.fasta	1	0.999858	77	10	0.1298701298701298	C-x(8)-C-x(3)-C-x(3)-C-x(8)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,8,3,3,1,11,5	4.1	0.1727272727272728	0.1168831168831168	28.02597402597403	SP(Sec/SPI)	1	json	82.62486865148863	13.734255119473191	0.7933450087565674	0.6042031523642732	0.446584938704028	77.0	0.1818181818181818	0.2727272727272727	0.5454545454545454	6666.613309075752	0.4938793906828205	0.2384090250441565	0.2207792207792207	0.8620689655172413	77.0	19.931810889110857	7.61038961038961	293.0	10.0	5.0	A23-A57;A32-A53;A36-A49;A40-A77;A59-A71	1.0	0.1727272727272728	1.090899087952328	1	copris_lunaris	train	0.706186720519592
onthophagus_similis_1	Onthophagus_similis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_similis/Onthophagus_similis.fas.pasta.toxin_renomeado.fasta	1	0.999894	76	10	0.131578947368421	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	3.0	0.1407894736842104	0.131578947368421	31.73697368421053	SP(Sec/SPI)	1	json	85.87762652705062	12.9111671277419	0.837696335078534	0.6928446771378709	0.5445026178010471	76.0	0.2105263157894736	0.2631578947368421	0.5263157894736842	6501.772432140082	0.4820196240019974	0.2366129908742479	0.1973684210526315	0.8387096774193549	76.0	19.438207386719245	7.947368421052632	302.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.1407894736842104	1.0898473583172592	1	onthophagus_similis	train	0.9022619693054935
melanotus_villosus_1	Melanotus_villosus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Melanotus_villosus/Melanotus_villosus.fas.pasta.toxin_renomeado.fasta	1	0.99971	91	10	0.1098901098901098	C-x(8)-C-x(3)-C-x(3)-C-x(6)-C-x(6)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,6,6,3,1,11,5	3.0	0.1846153846153844	0.0769230769230769	28.192307692307686	SP(Sec/SPI)	1	json	78.9250879765396	23.42915291932653	0.6950146627565983	0.6407624633431085	0.5601173020527859	91.0	0.1978021978021978	0.2087912087912088	0.5934065934065934	8385.388685545056	0.5160439576055028	0.2634651478801882	0.1978021978021978	0.8333333333333334	91.0	26.06768123267676	7.274725274725275	331.0	10.0	5.0	A30-A65;A39-A61;A43-A54;A47-A85;A67-A79	1.0	0.1846153846153844	1.081476549579453	0	melanotus_villosus	train	0.23902049590671387
triodontella_sp_4	Triodontella_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Triodontella_sp/GKKL00000000.toxin_renomeado.fasta	1	0.999907	77	10	0.1298701298701298	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.1181818181818181	0.0779220779220779	32.15974025974026	SP(Sec/SPI)	1	json	84.32280701754387	15.32978198244921	0.7947368421052632	0.6666666666666666	0.5719298245614035	77.0	0.2597402597402597	0.2597402597402597	0.4805194805194805	6423.4745037013645	0.4698028776938538	0.2321530500401056	0.2337662337662337	0.8888888888888888	77.0	18.076828291548782	8.103896103896103	312.0	10.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.1181818181818181	1.0806586010480748	1	triodontella_sp	train	0.7616961421837286
spercheus_emarginatus_2	Spercheus_emarginatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Spercheus_emarginatus/GDMT00000000.toxin_renomeado.fasta	1	0.999827	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(12)-C-x(5)-C	8,3,3,7,3,3,1,12,5	5.0	0.1025641025641027	0.0641025641025641	36.447435897435895	SP(Sec/SPI)	1	json	83.23911813643927	19.66766512921557	0.7437603993344426	0.6871880199667221	0.610648918469218	78.0	0.0384615384615384	0.2307692307692307	0.7307692307692307	7280.971095508921	0.499336502465471	0.2675531299432899	0.2179487179487179	0.8620689655172413	78.0	21.68773994565126	7.256410256410256	283.0	10.0	5.0	A22-A55;A31-A51;A35-A47;A39-A76;A57-A70	1.0	0.1025641025641027	1.0741705439651863	1	spercheus_emarginatus	train	0.6372210504631626
