diphucephala_sp_3	diphucephala_sp_3	3.830E-11	417	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
diphucephala_sp_3	diphucephala_sp_2	1.387E-08	274	8.711E-01	8.555E-01	8.555E-01	0.979	49	1.000	1.000
diphucephala_sp_3	gkke00000000_1	1.387E-08	274	8.707E-01	8.550E-01	8.550E-01	0.979	49	1.000	1.000
diphucephala_sp_3	gkke00000000_2	1.387E-08	274	8.711E-01	8.555E-01	8.555E-01	0.979	49	1.000	1.000
orphnus_sp_1	orphnus_sp_1	6.079E-10	390	1.021E+00	1.000E+00	1.000E+00	1.000	48	1.000	1.000
orphnus_sp_1	phyllotocus_sp_3	1.187E-05	177	7.761E-01	7.624E-01	6.032E-01	0.604	48	1.000	0.762
orphnus_sp_1	gkjd00000000_2	5.178E-05	160	7.872E-01	7.597E-01	5.932E-01	0.595	47	0.979	0.734
orphnus_sp_1	lepiserica_sp_4	5.178E-05	159	7.748E-01	7.611E-01	5.923E-01	0.583	48	1.000	0.750
orphnus_sp_1	allokotarsa_sp_3	5.178E-05	152	7.513E-01	7.384E-01	5.791E-01	0.562	48	1.000	0.750
orphnus_sp_1	srr1562205_1	6.224E-05	147	7.775E-01	7.512E-01	5.907E-01	0.333	51	0.979	0.797
orphnus_sp_1	lepiserica_sp_5	1.563E-04	144	7.951E-01	7.241E-01	7.115E-01	0.454	44	0.917	0.898
orphnus_sp_1	migdolus_fryanus_4	3.923E-04	127	7.886E-01	6.944E-01	5.156E-01	0.404	42	0.875	0.618
orphnus_sp_1	srr1562205_4	3.923E-04	126	7.687E-01	6.925E-01	5.154E-01	0.395	43	0.896	0.632
orphnus_sp_1	migdolus_fryanus_1	6.815E-04	112	6.998E-01	6.884E-01	5.446E-01	0.326	52	1.000	0.812
orphnus_sp_1	srr1562204_4	6.815E-04	112	6.998E-01	6.884E-01	5.446E-01	0.326	52	1.000	0.812
orphnus_sp_1	serica_brunnea_1	6.815E-04	105	6.492E-01	5.914E-01	4.829E-01	0.454	44	0.917	0.721
srr1562204_2	srr1562204_2	1.555E-16	582	1.015E+00	1.000E+00	1.000E+00	1.000	68	1.000	1.000
srr1562204_2	srr1562205_4	5.588E-12	315	7.575E-01	7.476E-01	7.476E-01	0.985	68	1.000	1.000
srr1562204_2	migdolus_fryanus_4	5.225E-12	314	7.562E-01	7.463E-01	7.463E-01	0.985	68	1.000	1.000
srr1562204_2	serica_brunnea_1	1.461E-04	105	6.929E-01	5.968E-01	6.494E-01	0.257	66	0.971	0.934
srr1562204_2	srr1562205_1	1.117E-04	93	6.180E-01	5.229E-01	5.512E-01	0.483	62	0.882	0.891
srr1562204_2	gkjd00000000_3	9.762E-05	90	5.737E-01	4.701E-01	5.165E-01	0.250	64	0.809	0.984
srr1562204_2	allokotarsa_sp_3	4.902E-04	86	6.681E-01	5.396E-01	5.687E-01	0.271	59	0.868	0.844
srr1562204_2	migdolus_fryanus_1	2.677E-04	86	6.276E-01	5.253E-01	5.531E-01	0.475	61	0.897	0.875
srr1562204_2	srr1562204_4	2.677E-04	86	6.276E-01	5.253E-01	5.531E-01	0.475	61	0.897	0.875
sitophilus_oryzae_2	sitophilus_oryzae_2	7.668E-08	243	1.029E+00	1.000E+00	1.000E+00	1.000	36	1.000	1.000
sitophilus_zeamais_2	sitophilus_zeamais_2	1.017E-07	257	1.029E+00	1.000E+00	1.000E+00	1.000	36	1.000	1.000
sitophilus_zeamais_2	srr19974962_1	1.017E-07	257	1.029E+00	1.000E+00	1.000E+00	1.000	36	1.000	1.000
sitophilus_zeamais_2	gdmq00000000_1	1.094E-07	255	1.017E+00	9.895E-01	9.895E-01	0.972	36	1.000	1.000
srr1562205_4	srr1562205_4	1.470E-16	597	1.015E+00	1.000E+00	1.000E+00	1.000	68	1.000	1.000
srr1562205_4	migdolus_fryanus_4	1.282E-15	560	1.004E+00	9.897E-01	9.897E-01	1.000	68	1.000	1.000
srr1562205_4	srr1562204_2	1.741E-11	314	7.575E-01	7.476E-01	7.476E-01	0.985	68	1.000	1.000
srr1562205_4	migdolus_fryanus_1	1.808E-06	140	6.577E-01	5.647E-01	5.954E-01	0.508	61	0.897	0.906
srr1562205_4	srr1562204_4	1.808E-06	140	6.577E-01	5.647E-01	5.954E-01	0.508	61	0.897	0.906
srr1562205_4	srr1562205_1	3.057E-06	134	6.450E-01	5.564E-01	5.857E-01	0.508	61	0.897	0.906
srr1562205_4	phyllotocus_sp_3	3.953E-05	120	6.931E-01	5.980E-01	6.343E-01	0.343	67	0.971	0.905
srr1562205_4	orphnus_sp_1	1.375E-04	110	7.687E-01	5.154E-01	6.925E-01	0.395	43	0.632	0.896
srr1562205_4	allokotarsa_sp_3	4.482E-04	97	6.977E-01	5.645E-01	5.949E-01	0.288	59	0.868	0.844
srr1562205_4	gkjd00000000_3	3.681E-04	93	7.015E-01	4.471E-01	4.913E-01	0.288	45	0.662	0.672
srr1562205_4	serica_brunnea_1	3.931E-04	93	7.067E-01	4.497E-01	4.944E-01	0.288	45	0.662	0.672
gdmq00000000_1	gdmq00000000_1	1.017E-07	257	1.029E+00	1.000E+00	1.000E+00	1.000	36	1.000	1.000
gdmq00000000_1	sitophilus_zeamais_2	1.094E-07	255	1.017E+00	9.895E-01	9.895E-01	0.972	36	1.000	1.000
gdmq00000000_1	srr19974962_1	1.094E-07	255	1.017E+00	9.896E-01	9.896E-01	0.972	36	1.000	1.000
diphucephala_sp_2	diphucephala_sp_2	1.352E-10	400	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
diphucephala_sp_2	gkke00000000_2	1.352E-10	400	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
diphucephala_sp_2	gkke00000000_1	1.743E-10	396	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
diphucephala_sp_2	diphucephala_sp_3	2.653E-08	272	8.711E-01	8.555E-01	8.555E-01	0.979	49	1.000	1.000
psylliodes_chrysocephalus_2	gjvo00000000_1	2.634E-13	487	1.016E+00	1.000E+00	1.000E+00	1.000	65	1.000	1.000
psylliodes_chrysocephalus_2	psylliodes_chrysocephalus_2	2.634E-13	487	1.016E+00	1.000E+00	1.000E+00	1.000	65	1.000	1.000
migdolus_fryanus_4	migdolus_fryanus_4	1.404E-16	599	1.015E+00	1.000E+00	1.000E+00	1.000	68	1.000	1.000
migdolus_fryanus_4	srr1562205_4	8.785E-16	567	1.004E+00	9.897E-01	9.897E-01	1.000	68	1.000	1.000
migdolus_fryanus_4	srr1562204_2	1.095E-11	319	7.562E-01	7.463E-01	7.463E-01	0.985	68	1.000	1.000
migdolus_fryanus_4	migdolus_fryanus_1	2.134E-06	141	6.751E-01	5.707E-01	6.018E-01	0.500	60	0.882	0.891
migdolus_fryanus_4	srr1562204_4	2.134E-06	141	6.751E-01	5.707E-01	6.018E-01	0.500	60	0.882	0.891
migdolus_fryanus_4	srr1562205_1	2.961E-06	138	6.612E-01	5.613E-01	5.898E-01	0.500	60	0.882	0.891
migdolus_fryanus_4	phyllotocus_sp_3	2.930E-05	123	6.930E-01	5.979E-01	6.342E-01	0.343	67	0.971	0.905
migdolus_fryanus_4	orphnus_sp_1	1.159E-04	114	7.886E-01	5.156E-01	6.944E-01	0.404	42	0.618	0.875
migdolus_fryanus_4	allokotarsa_sp_3	3.305E-04	100	7.020E-01	5.678E-01	5.985E-01	0.305	59	0.868	0.844
migdolus_fryanus_4	serica_brunnea_1	2.090E-04	93	5.904E-01	5.031E-01	5.517E-01	0.272	66	0.971	0.934
migdolus_fryanus_4	gkjd00000000_3	4.022E-04	92	6.975E-01	4.447E-01	4.886E-01	0.288	45	0.662	0.672
gjvo00000000_1	gjvo00000000_1	2.634E-13	487	1.016E+00	1.000E+00	1.000E+00	1.000	65	1.000	1.000
gjvo00000000_1	psylliodes_chrysocephalus_2	2.634E-13	487	1.016E+00	1.000E+00	1.000E+00	1.000	65	1.000	1.000
ghxo00000000_6	ghxo00000000_6	4.487E-09	310	1.026E+00	1.000E+00	1.000E+00	1.000	40	1.000	1.000
ghxo00000000_6	gdmj00000000_1	1.414E-05	169	8.860E-01	8.654E-01	8.654E-01	0.750	40	1.000	1.000
ghxo00000000_6	hydroscapha_redfordi_1	1.414E-05	169	8.860E-01	8.654E-01	8.654E-01	0.750	40	1.000	1.000
gkjh00000000_2	gkjh00000000_2	8.795E-12	480	1.017E+00	1.000E+00	1.000E+00	1.000	59	1.000	1.000
gkjj00000000_1	gkjj00000000_1	6.455E-06	205	1.037E+00	1.000E+00	1.000E+00	1.000	28	1.000	1.000
microcara_testacea_1	microcara_testacea_1	1.311E-11	422	1.019E+00	1.000E+00	1.000E+00	1.000	53	1.000	1.000
srr1562204_4	migdolus_fryanus_1	6.374E-15	526	1.016E+00	1.000E+00	1.000E+00	1.000	64	1.000	1.000
srr1562204_4	srr1562204_4	6.374E-15	526	1.016E+00	1.000E+00	1.000E+00	1.000	64	1.000	1.000
srr1562204_4	srr1562205_1	9.049E-11	225	5.544E-01	5.476E-01	5.476E-01	1.000	64	1.000	1.000
srr1562204_4	srr1562205_4	1.285E-06	155	6.577E-01	5.954E-01	5.647E-01	0.508	61	0.906	0.897
srr1562204_4	migdolus_fryanus_4	2.202E-06	151	6.751E-01	6.018E-01	5.707E-01	0.500	60	0.891	0.882
srr1562204_4	phyllotocus_sp_3	8.932E-05	110	6.519E-01	5.590E-01	5.664E-01	0.357	56	0.875	0.857
srr1562204_4	srr1562204_2	4.202E-04	105	7.638E-01	5.298E-01	5.026E-01	0.595	42	0.656	0.618
srr1562204_4	allokotarsa_sp_3	3.210E-04	104	6.892E-01	5.751E-01	5.751E-01	0.326	52	0.812	0.812
srr1562204_4	orphnus_sp_1	2.452E-04	103	6.963E-01	5.329E-01	6.736E-01	0.333	51	0.797	0.979
srr1562204_4	lepiserica_sp_4	2.452E-04	98	6.353E-01	5.469E-01	5.469E-01	0.357	56	0.875	0.844
brassicogethes_aeneus_2	brassicogethes_aeneus_2	3.490E-07	233	1.031E+00	1.000E+00	1.000E+00	1.000	33	1.000	1.000
brassicogethes_aeneus_2	ceutorhynchus_napi_3	3.490E-07	233	1.031E+00	1.000E+00	1.000E+00	1.000	33	1.000	1.000
brassicogethes_aeneus_2	gjvn00000000_1	1.164E-06	185	8.516E-01	8.329E-01	8.329E-01	0.969	33	1.000	1.000
brassicogethes_aeneus_2	psylliodes_chrysocephalus_1	3.097E-06	182	9.295E-01	9.059E-01	9.059E-01	1.000	33	1.000	1.000
aphodius_haemorrhoidalis_1	aphodius_haemorrhoidalis_1	2.093E-13	484	1.016E+00	1.000E+00	1.000E+00	1.000	64	1.000	1.000
aphodius_haemorrhoidalis_1	copris_lunaris_3	1.851E-04	54	2.338E-01	2.208E-01	2.315E-01	0.816	60	0.938	1.000
gkke00000000_1	gkke00000000_1	1.402E-10	400	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
gkke00000000_1	diphucephala_sp_2	1.696E-10	397	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
gkke00000000_1	gkke00000000_2	1.696E-10	397	1.021E+00	1.000E+00	1.000E+00	1.000	49	1.000	1.000
