candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_source	plddt_mean	plddt_std	plddt_frac_ge_70	plddt_frac_ge_80	plddt_frac_ge_90	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	sasa_total	rsa_mean	rsa_std	core_fraction_rsa_le_thr	hydrophobic_exposed_frac	n_ca	rg	contact_density	n_contact_pairs	n_cys_sg	n_disulfide_pairs	disulfide_pairs	struct_pass	gravy_1_20	priority_score_simple
catharsius_molossus_1	Catharsius_molossus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Catharsius_molossus/Catharsius_molossus.fas.pasta.toxin_renomeado.fasta	1	0.99988	91	12	0.13186813186813187	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(7)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,7,9,2,1,8,4	1.0999999999999996	0.3417582417582419	0.09890109890109891	29.694615384615386	SP(Sec/SPI)	1	json	69.95174672489082	21.97180175473198	0.5749636098981077	0.48034934497816595	0.23726346433770015	91.0	0.0	0.2857142857142857	0.7142857142857143	8562.915963068146	0.5198954659170868	0.2736911652342961	0.18681318681318682	0.9166666666666666	91.0	26.162537413043527	7.054945054945055	321.0	12.0	6.0	A24-A39;A34-A51;A37-A46;A59-A74;A69-A88;A72-A83	0.0	0.3417582417582419	1.2583100868563752
catharsius_molossus_2	Catharsius_molossus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Catharsius_molossus/Catharsius_molossus.fas.pasta.toxin_renomeado.fasta	1	0.999848	92	12	0.13043478260869565	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(8)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,8,9,2,1,8,4	4.199999999999999	0.06304347826086965	0.06521739130434782	39.66304347826087	SP(Sec/SPI)	1	json	76.40372881355931	18.883657110580057	0.6370056497175142	0.53954802259887	0.3940677966101695	92.0	0.16304347826086957	0.2826086956521739	0.5543478260869565	8994.750161540429	0.5151048906147718	0.2322910304165883	0.13043478260869565	0.9714285714285714	92.0	26.15705448285501	7.478260869565218	344.0	12.0	6.0	A24-A39;A34-A51;A37-A46;A60-A75;A70-A89;A73-A84	1.0	0.06304347826086965	1.20117702284451
ocypus_brunnipes_1	Ocypus_brunnipes	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ocypus_brunnipes/Ocypus_brunnipes.fas.pasta.toxin_renomeado.fasta	1	0.999719	91	12	0.13186813186813187	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(7)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,7,9,2,1,8,4	2.0999999999999996	-0.030769230769230778	0.07692307692307693	35.08351648351648	SP(Sec/SPI)	1	json	76.00713662790699	21.849154168449672	0.6627906976744186	0.5872093023255814	0.43459302325581395	91.0	0.16483516483516483	0.2857142857142857	0.5494505494505495	8593.921023132543	0.5105695338061621	0.2354082958333417	0.15384615384615385	0.9705882352941176	91.0	26.755360425043364	7.736263736263736	352.0	12.0	6.0	A26-A41;A36-A53;A39-A48;A61-A76;A71-A90;A74-A85	1.0	-0.030769230769230778	1.1772889985305393
dichotomius_satanas_2	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	1	0.999902	88	12	0.13636363636363635	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(8)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,8,9,2,1,8,4	4.0	-0.18068181818181797	0.06818181818181818	33.22386363636363	SP(Sec/SPI)	1	json	76.56749615975423	23.723913522853834	0.6973886328725039	0.620583717357911	0.5069124423963134	88.0	0.1590909090909091	0.29545454545454547	0.5454545454545454	8057.081267058298	0.5100160414538856	0.24244378591549748	0.1590909090909091	0.9259259259259259	88.0	25.890434224567336	7.681818181818182	338.0	12.0	6.0	A23-A38;A33-A50;A36-A45;A59-A74;A69-A88;A72-A83	1.0	-0.18068181818181797	1.142055446864963
astenopholis_sp_1	Astenopholis_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Astenopholis_sp/Astenopholis_sp.fas.pasta.toxin_renomeado.fasta	1	0.999885	80	11	0.1375	C-x(18)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	18,8,3,3,9,3,3,1,11,5	2.0999999999999996	0.3349999999999999	0.05	28.084999999999994	SP(Sec/SPI)	1	json	86.95906250000002	14.234214508105476	0.8333333333333334	0.7447916666666666	0.6232638888888888	80.0	0.2	0.25	0.55	6773.614720444636	0.4969709956444407	0.2545263340380575	0.2125	0.8666666666666667	80.0	20.548908769951296	7.775	311.0	11.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.3349999999999999	1.142043125
anomala_sp_1	Anomala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Anomala_sp/Anomala_sp.fas.pasta.toxin_renomeado.fasta	1	0.99989	79	10	0.12658227848101267	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.2	0.2987341772151901	0.0759493670886076	31.086075949367093	SP(Sec/SPI)	1	json	86.72628919860627	12.547638157755703	0.8484320557491289	0.7142857142857143	0.6010452961672473	79.0	0.189873417721519	0.25316455696202533	0.5569620253164557	6617.844690540074	0.48745193734748277	0.2420934165906933	0.26582278481012656	0.8620689655172413	79.0	20.60208613217595	8.025316455696203	317.0	10.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.2987341772151901	1.1297816923212634
orphnus_sp_2	Orphnus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Orphnus_sp/GKJZ00000000.toxin_renomeado.fasta	1	0.999913	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	5.1	0.3038961038961038	0.06493506493506493	34.71558441558441	SP(Sec/SPI)	1	json	85.49059674502713	15.727087441440986	0.786618444846293	0.7034358047016275	0.6292947558770343	77.0	0.18181818181818182	0.2727272727272727	0.5454545454545454	6433.572683589711	0.4863020452525731	0.24078154741662783	0.24675324675324675	0.8518518518518519	77.0	19.57757783890681	7.922077922077922	305.0	10.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.3038961038961038	1.129422751931613
diphucephala_sp_2	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	1	0.999733	80	10	0.125	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.25375	0.0625	30.061249999999987	SP(Sec/SPI)	1	json	91.08077834179356	7.241652717519344	0.9898477157360406	0.9086294416243654	0.6446700507614214	80.0	0.2	0.25	0.55	6785.802152954438	0.48290545058452394	0.24945121949026836	0.2375	0.8148148148148148	80.0	21.236595524350033	7.8	312.0	10.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.25375	1.1268490566835871
hygrobia_hermanni_1	Hygrobia_hermanni	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hygrobia_hermanni/Hygrobia_hermanni.fas.pasta.toxin_renomeado.fasta	1	0.999742	81	11	0.13580246913580246	C-x(15)-C-x(8)-C-x(2)-C-x(3)-C-x(11)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	15,8,2,3,11,3,3,1,11,5	6.1	0.3259259259259261	0.06172839506172839	18.69753086419753	SP(Sec/SPI)	1	json	80.3173594548552	19.313318625561525	0.696763202725724	0.626916524701874	0.5161839863713799	81.0	0.24691358024691357	0.24691358024691357	0.5061728395061729	6972.006729161523	0.49279793184569975	0.24581530343303643	0.19753086419753085	0.8518518518518519	81.0	23.228915906103744	7.851851851851852	318.0	11.0	5.0	A25-A61;A34-A57;A37-A53;A41-A81;A63-A75	1.0	0.3259259259259261	1.1260668176751425
pleophylla_fasciatipennis_1	Pleophylla_fasciatipennis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Pleophylla_fasciatipennis/GKJA00000000.toxin_renomeado.fasta	1	0.999902	79	10	0.12658227848101267	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.2455696202531644	0.10126582278481014	28.25949367088608	SP(Sec/SPI)	1	json	86.23467353951891	14.150595235253542	0.8247422680412371	0.7233676975945017	0.6013745704467354	79.0	0.25316455696202533	0.25316455696202533	0.4936708860759494	6538.770656488454	0.47296157747279277	0.2381229567391427	0.25316455696202533	0.8333333333333334	79.0	18.527127744883835	8.10126582278481	320.0	10.0	5.0	A23-A58;A32-A54;A36-A50;A40-A78;A60-A72	1.0	0.2455696202531644	1.1155073217625822
