anomala_sp_2	anomala_sp_2	1.000	59	1.000	1.000	1.017E+00	1.000E+00	1.000E+00	1.000E+00	100
euoniticellus_fulvus_1	euoniticellus_fulvus_1	1.000	32	1.000	1.000	1.032E+00	1.000E+00	1.000E+00	1.000E+00	100
srr1562205_1	srr1562205_1	1.000	64	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
diphucephala_sp_2	diphucephala_sp_2	1.000	49	1.000	1.000	1.021E+00	1.000E+00	1.000E+00	1.000E+00	100
diphucephala_sp_2	gkke00000000_2	1.000	49	1.000	1.000	1.021E+00	1.000E+00	1.000E+00	1.000E+00	100
diphucephala_sp_2	gkke00000000_1	1.000	49	1.000	1.000	1.021E+00	1.000E+00	1.000E+00	9.999E-01	99
byturus_ochraceus_1	byturus_ochraceus_1	1.000	45	1.000	1.000	1.023E+00	1.000E+00	1.000E+00	1.000E+00	100
byturus_ochraceus_1	gdlg00000000_1	0.888	45	0.978	1.000	9.586E-01	9.184E-01	9.184E-01	8.938E-01	89
migdolus_fryanus_1	migdolus_fryanus_1	1.000	64	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
migdolus_fryanus_1	srr1562204_4	1.000	64	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
gdof00000000_2	alurnus_ornatus_3	1.000	61	1.000	1.000	1.017E+00	1.000E+00	1.000E+00	1.000E+00	100
gdof00000000_2	gdof00000000_2	1.000	61	1.000	1.000	1.017E+00	1.000E+00	1.000E+00	1.000E+00	100
gjvo00000000_1	gjvo00000000_1	1.000	65	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
gjvo00000000_1	psylliodes_chrysocephalus_2	1.000	65	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
ghma00000000_1	ghma00000000_1	1.000	58	1.000	1.000	1.018E+00	1.000E+00	1.000E+00	1.000E+00	100
psylliodes_chrysocephalus_2	gjvo00000000_1	1.000	65	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
psylliodes_chrysocephalus_2	psylliodes_chrysocephalus_2	1.000	65	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
gdlg00000000_1	gdlg00000000_1	1.000	45	1.000	1.000	1.023E+00	1.000E+00	1.000E+00	1.000E+00	100
gdlg00000000_1	byturus_ochraceus_1	0.888	45	1.000	0.978	9.586E-01	9.184E-01	9.184E-01	8.938E-01	89
ghxo00000000_6	ghxo00000000_6	1.000	40	1.000	1.000	1.026E+00	1.000E+00	1.000E+00	1.000E+00	100
gkjd00000000_2	gkjd00000000_2	1.000	64	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
orphnus_sp_1	orphnus_sp_1	1.000	48	1.000	1.000	1.021E+00	1.000E+00	1.000E+00	1.000E+00	100
allokotarsa_sp_3	allokotarsa_sp_3	1.000	64	1.000	1.000	1.016E+00	1.000E+00	1.000E+00	1.000E+00	100
