MC25_sitophilus_oryzae_2	AF-P0CJ22-F1-model_v6	0.055	36	36	37	0.861	0.865	6.064E-01	5.373E-01	5.268E-01	4.623E-01	46	AF-P0CJ22-F1-model_v6 Neuropeptide Y1-like conopeptide
MC25_sitophilus_oryzae_2	AF-P0CJ23-F1-model_v6	0.057	35	36	37	0.861	0.865	6.073E-01	5.398E-01	5.295E-01	4.611E-01	46	AF-P0CJ23-F1-model_v6 Neuropeptide Y2-like conopeptide
MC25_sitophilus_oryzae_2	AF-Q69Z14-F1-model_v6	0.090	44	36	67	0.861	0.657	7.300E-01	6.512E-01	3.940E-01	4.571E-01	54	AF-Q69Z14-F1-model_v6 V-type proton ATPase subunit e
MC25_sitophilus_oryzae_2	AF-P81028-F1-model_v6	0.108	37	36	36	0.917	0.861	6.008E-01	5.311E-01	5.311E-01	4.561E-01	45	AF-P81028-F1-model_v6 Peptide YY-like
MC25_sitophilus_oryzae_2	AF-P80167-F1-model_v6	0.105	38	36	36	1.000	0.750	6.436E-01	5.328E-01	5.328E-01	4.484E-01	44	AF-P80167-F1-model_v6 Neuropeptide Y
MC25_sitophilus_oryzae_2	AF-O28043-F1-model_v6	0.068	44	36	63	0.917	0.683	6.298E-01	5.863E-01	3.855E-01	4.154E-01	47	AF-O28043-F1-model_v6 Uncharacterized protein AF_2240
MC25_sitophilus_oryzae_2	AF-O31819-F1-model_v6	0.025	40	36	57	0.917	0.596	5.781E-01	5.297E-01	3.639E-01	4.079E-01	47	AF-O31819-F1-model_v6 Aspartyl-phosphate phosphatase YnzD
MC25_sitophilus_oryzae_2	AF-Q8EUW1-F1-model_v6	0.036	55	36	94	1.000	0.532	6.331E-01	6.206E-01	2.788E-01	4.037E-01	54	AF-Q8EUW1-F1-model_v6 Nucleoid-associated protein MYPE8070
MC25_sitophilus_oryzae_2	AF-Q74AR8-F1-model_v6	0.050	60	36	150	0.944	0.393	7.422E-01	6.978E-01	2.002E-01	4.032E-01	61	AF-Q74AR8-F1-model_v6 Endoribonuclease YbeY
MC25_sitophilus_oryzae_2	AF-B5ZAS3-F1-model_v6	0.000	55	36	99	1.000	0.505	6.448E-01	6.318E-01	2.689E-01	4.031E-01	54	AF-B5ZAS3-F1-model_v6 Nucleoid-associated protein UUR10_0100
MC25_sitophilus_oryzae_2	AF-O34604-F1-model_v6	0.047	63	36	76	0.889	0.829	6.489E-01	5.895E-01	3.262E-01	4.006E-01	49	AF-O34604-F1-model_v6 Uncharacterized protein YvkN
MC25_sitophilus_oryzae_2	AF-Q39T29-F1-model_v6	0.050	60	36	150	0.944	0.393	7.391E-01	6.953E-01	2.000E-01	4.003E-01	60	AF-Q39T29-F1-model_v6 Endoribonuclease YbeY
MC25_sitophilus_oryzae_2	AF-Q9PR57-F1-model_v6	0.000	55	36	99	1.000	0.505	6.420E-01	6.292E-01	2.685E-01	4.001E-01	54	AF-Q9PR57-F1-model_v6 Nucleoid-associated protein UU088
MC25_sitophilus_oryzae_2	AF-P39609-F1-model_v6	0.015	66	36	82	0.944	0.768	6.335E-01	5.960E-01	3.036E-01	3.995E-01	51	AF-P39609-F1-model_v6 Uncharacterized protein YwdA
MC25_sitophilus_oryzae_2	AF-B1AI74-F1-model_v6	0.000	55	36	99	1.000	0.505	6.405E-01	6.278E-01	2.681E-01	3.989E-01	54	AF-B1AI74-F1-model_v6 Nucleoid-associated protein UPA3_0088
MC25_sitophilus_oryzae_2	AF-O68253-F1-model_v6	0.054	37	36	74	0.861	0.473	6.479E-01	5.778E-01	3.246E-01	3.985E-01	49	AF-O68253-F1-model_v6 Probable tetrachloroethene reductive dehalogenase membrane anchor protein
MC25_sitophilus_oryzae_2	AF-P64472-F1-model_v6	0.097	41	36	78	0.833	0.526	6.645E-01	5.788E-01	3.158E-01	3.961E-01	49	AF-P64472-F1-model_v6 Uncharacterized protein YdhI
MC25_sitophilus_oryzae_2	AF-Q9Z9E2-F1-model_v6	0.000	55	36	96	1.000	0.521	6.249E-01	6.128E-01	2.729E-01	3.955E-01	53	AF-Q9Z9E2-F1-model_v6 Nucleoid-associated protein CPn_0039/CP_0736/CPj0039/CpB0043
MC25_sitophilus_oryzae_2	AF-P64473-F1-model_v6	0.097	41	36	78	0.806	0.526	6.854E-01	5.857E-01	3.127E-01	3.951E-01	49	AF-P64473-F1-model_v6 Uncharacterized protein YdhI
MC25_sitophilus_oryzae_2	AF-Q823S6-F1-model_v6	0.018	55	36	96	1.000	0.521	6.267E-01	6.143E-01	2.721E-01	3.951E-01	53	AF-Q823S6-F1-model_v6 Nucleoid-associated protein CCA_00330
MC25_sitophilus_oryzae_2	AF-P64471-F1-model_v6	0.097	41	36	78	0.806	0.526	6.854E-01	5.846E-01	3.124E-01	3.951E-01	49	AF-P64471-F1-model_v6 Uncharacterized protein YdhI
MC25_sitophilus_oryzae_2	AF-B0B7Q3-F1-model_v6	0.035	56	36	96	1.000	0.521	6.243E-01	6.116E-01	2.702E-01	3.948E-01	53	AF-B0B7Q3-F1-model_v6 Nucleoid-associated protein CTL0589
MC25_sitophilus_oryzae_2	AF-Q5L6F1-F1-model_v6	0.018	55	36	96	1.000	0.521	6.314E-01	6.188E-01	2.728E-01	3.947E-01	52	AF-Q5L6F1-F1-model_v6 Nucleoid-associated protein CAB326
MC25_sitophilus_oryzae_2	AF-Q3KM24-F1-model_v6	0.035	56	36	96	1.000	0.521	6.243E-01	6.116E-01	2.701E-01	3.946E-01	53	AF-Q3KM24-F1-model_v6 Nucleoid-associated protein CTA_0363
MC25_sitophilus_oryzae_2	AF-Q9P9T3-F1-model_v6	0.000	31	36	77	0.833	0.390	6.700E-01	5.778E-01	3.097E-01	3.943E-01	49	AF-Q9P9T3-F1-model_v6 Uncharacterized protein XF_1567/XF_1672
MC25_sitophilus_oryzae_2	AF-Q9PK58-F1-model_v6	0.036	55	36	96	1.000	0.521	6.253E-01	6.129E-01	2.711E-01	3.942E-01	52	AF-Q9PK58-F1-model_v6 Nucleoid-associated protein TC_0612
MC25_sitophilus_oryzae_2	AF-O84339-F1-model_v6	0.035	56	36	96	1.000	0.521	6.235E-01	6.108E-01	2.700E-01	3.938E-01	52	AF-O84339-F1-model_v6 Nucleoid-associated protein CT_335
MC25_sitophilus_oryzae_2	AF-A1QZS2-F1-model_v6	0.038	26	36	66	0.667	0.394	7.021E-01	5.443E-01	3.244E-01	3.903E-01	47	AF-A1QZS2-F1-model_v6 Large ribosomal subunit protein uL29
MC25_sitophilus_oryzae_2	AF-B0BBW8-F1-model_v6	0.036	55	36	96	1.000	0.521	6.185E-01	6.064E-01	2.698E-01	3.901E-01	52	AF-B0BBW8-F1-model_v6 Nucleoid-associated protein CTLon_0586
MC25_sitophilus_oryzae_2	AF-P81309-F1-model_v6	0.043	46	36	82	0.917	0.537	6.296E-01	5.818E-01	2.976E-01	3.894E-01	49	AF-P81309-F1-model_v6 Uncharacterized protein MJ0526.1
MC25_sitophilus_oryzae_2	AF-Q969L4-F1-model_v6	0.000	103	36	123	0.861	0.829	7.267E-01	6.410E-01	2.220E-01	3.893E-01	56	AF-Q969L4-F1-model_v6 U7 snRNA-associated Sm-like protein LSm10
MC25_sitophilus_oryzae_2	AF-Q3C258-F1-model_v6	0.071	42	36	70	0.917	0.571	6.063E-01	5.628E-01	3.379E-01	3.891E-01	46	AF-Q3C258-F1-model_v6 U-actitoxin-Aeq5a
MC25_sitophilus_oryzae_2	AF-B0B7P7-F1-model_v6	0.050	40	36	72	1.000	0.444	6.150E-01	5.582E-01	3.178E-01	3.850E-01	47	AF-B0B7P7-F1-model_v6 Exodeoxyribonuclease 7 small subunit
MC25_sitophilus_oryzae_2	AF-Q01246-F1-model_v6	0.048	41	36	66	0.944	0.545	5.660E-01	5.361E-01	3.397E-01	3.818E-01	45	AF-Q01246-F1-model_v6 Type 3 secretion system chaperone YscE
MC25_sitophilus_oryzae_2	AF-O68692-F1-model_v6	0.024	41	36	66	0.944	0.545	5.670E-01	5.372E-01	3.407E-01	3.818E-01	45	AF-O68692-F1-model_v6 Type 3 secretion system chaperone YscE
MC25_sitophilus_oryzae_2	AF-P0DUE4-F1-model_v6	0.038	78	36	82	1.000	0.927	5.943E-01	5.847E-01	3.184E-01	3.812E-01	46	AF-P0DUE4-F1-model_v6 DinI-like protein Z3305/ECs2939 in prophage CP-933V
MC25_sitophilus_oryzae_2	AF-Q61835-F1-model_v6	0.017	56	36	88	0.861	0.636	6.606E-01	5.856E-01	2.821E-01	3.809E-01	49	AF-Q61835-F1-model_v6 FXYD domain-containing ion transport regulator 3
MC25_sitophilus_oryzae_2	AF-A1RC71-F1-model_v6	0.042	71	36	112	1.000	0.625	6.321E-01	6.204E-01	2.514E-01	3.805E-01	52	AF-A1RC71-F1-model_v6 UPF0060 membrane protein AAur_4166
MC25_sitophilus_oryzae_2	AF-Q8QZX5-F1-model_v6	0.000	107	36	122	0.944	0.869	6.739E-01	6.352E-01	2.322E-01	3.800E-01	53	AF-Q8QZX5-F1-model_v6 U7 snRNA-associated Sm-like protein LSm10
MC25_sitophilus_oryzae_2	AF-B0JWX2-F1-model_v6	0.016	123	36	145	1.000	0.848	6.870E-01	6.760E-01	2.196E-01	3.795E-01	54	AF-B0JWX2-F1-model_v6 Putative pre-16S rRNA nuclease
MC25_sitophilus_oryzae_2	AF-P81103-F1-model_v6	0.076	39	36	81	0.889	0.481	6.218E-01	5.739E-01	3.129E-01	3.794E-01	46	AF-P81103-F1-model_v6 V-type proton ATPase subunit e 1
MC25_sitophilus_oryzae_2	AF-P43805-F1-model_v6	0.051	39	36	106	0.861	0.368	6.903E-01	6.228E-01	2.583E-01	3.790E-01	51	AF-P43805-F1-model_v6 Protein translocase subunit SecE
MC25_sitophilus_oryzae_2	AF-O15342-F1-model_v6	0.076	39	36	81	0.889	0.481	6.206E-01	5.731E-01	3.128E-01	3.787E-01	46	AF-O15342-F1-model_v6 V-type proton ATPase subunit e 1
MC25_sitophilus_oryzae_2	AF-Q5RAV0-F1-model_v6	0.076	39	36	81	0.889	0.481	6.203E-01	5.727E-01	3.126E-01	3.786E-01	46	AF-Q5RAV0-F1-model_v6 V-type proton ATPase subunit e 1
MC25_sitophilus_oryzae_2	AF-Q9PTW3-F1-model_v6	0.038	77	36	76	0.833	0.961	6.372E-01	5.477E-01	2.910E-01	3.783E-01	47	AF-Q9PTW3-F1-model_v6 Frizzled-3 (Fragment)
MC25_sitophilus_oryzae_2	AF-A0A1W2PQU2-F1-model_v6	0.075	40	36	76	0.861	0.500	6.207E-01	5.510E-01	3.017E-01	3.775E-01	47	AF-A0A1W2PQU2-F1-model_v6 KANTR integral membrane protein
